,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
shot,"(총기) 발사, 발포; 총성, 포성",총을 잘/잘못 쏘는 사람 등,(산탄총의) 산탄,포탄,"(토론 등에서 상대방을 겨냥해서, 보통 연이어, 하는) 말[행동]",시도,(농구·축구 같은 구기에서) 슛,(포환던지기에 쓰이는) 포환,사진,숏(영화에서 한 대의 카메라가 계속해서 잡는 장면),주사 (한 대),(특히 독한 술) 한 잔[모금],(우주선) 발사,(승률이 …인) 주자(말·개 등),양색(兩色)이 나는,(상태가) 엉망인; 완전히 망가진,,,,,,,,,,,,,,,,,,,,,,,
website,웹사이트(기업·단체·개인이 정보를 올릴 수 있는 홈페이지),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recoup,(쓰거나 분실한 돈을) 되찾다[회복시키다/만회하다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person,"(개개의) 사람, 개인",(특히 신원이 알져지지 않은) 사람,(어떤 일·역을 하는) 사람,"인칭(1인칭: first person ( I/we), 2인칭: second person ( you), 3인칭: third person ( he/she/it/they))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timetable,시간표,일정표,시간[일정]표를 짜다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
number,"수, 숫자, 수사",# …번[위](일련 번호상의 위치를 나타냄),(전화팩스 등의) 번호,(사람사물의) 수[수효],(사람들의) 집단[무리],(신문잡지 등의) 호,(특히 공연에서 여러 개 중의 한) 노래[춤],(드레스자동차 같은 멋진) 것,수,번호를 매기다[붙이다],(합한 수가) 모두[총] …이 되다,(특정 집단에) 들어가다[넣다],,,,,,,,,,,,,,,,,,,,,,,,,,,
north,(방위상으로) 북쪽[북],(한 국가지역세계의) 북부[북쪽],(미국 남북 전쟁 때의) 북부[북부의 여러 주],선진국(특히 유럽 및 북미),"북쪽에 있는, 북쪽으로 향하는",(바람이) 북쪽에서 불어오는,북쪽으로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morale,"사기, 의욕",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utilize,활용[이용]하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ormond,남자 이름.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chang,코카인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
revision,수정[정정] (사항),검토; 변경,시험공부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plaque,명판(名板: 사람·사건 등을 기려 이름과 날짜를 적어 벽에 붙여 놓은 물건),(치아에 끼는) 플라크[치태],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fully,"완전히, 충분히",무려,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
discussion,"논의, 상의","(어떤 주제를 말이나 글로) 논한 것, 논고",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subway,지하철,지하도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
distinctive,독특한,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experiment,(과학적인) 실험,실험[시험](적인 행동생각방법),(과학적인) 실험을 하다,(새로운 아이디어방법 등을) 실험하다[시험 삼아 해 보다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carol,크리스마스 캐럴,즐겁게 노래하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exceptionally,"유난히, 특별히(형용사·부사 앞에 강조 의미로 씀)",예외적인 경우에만,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incentive,(어떤 행동을 장려하기 위한) 장려[우대]책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
essentially,근본[기본/본질]적으로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
technical,"과학 기술의, 기술적인",(특정한 일·스포츠·예술 등과 관련된) 기술[기법]의,(특정 주제와 관련된) 전문적인,(법률·규칙과 관련된) 구체적인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
incorporated,(법인 인가를 받은) 주식회사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
academic,"학업의, 학교의","학리적인, 학문의",학구적인,"탁상공론의, 비실용적인",교수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appliance,(가정용) 기기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hesitantly,머뭇거리며; 우물거리며.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premier,"최고의, 제1의",(특히 신문에서) 수상(prime minister),(캐나다에서) 주지사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranch,(특히 북미·오스트레일리아의 대규모) 목장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terminal,공항 터미널,(기차) 종착역; (버스) 종점; (버스보트 등이 서는) 터미널,단말기,"전극(電極), 단자(端子)","말기의, 불치의","말기 환자의, 불치병에 걸린","더 이상 손을 쓸 수 없는, 구제불능의",(…의) 끝[말]의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sidewalk,"(포장한)  보도 , 인도(pavement, footpath)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charlie,바보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yesterday,(부사적으로 쓰인) 어제,어제,"과거, 어제",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytical,(사고가) 분석적인,(연구가) 분석적인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frank,(때로는 남을 불편하게 만들 수도 있을 정도로) 솔직한[노골적인],(우편물에) 요금 납부 일부인을 찍다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ascertain,(옳은 정보를) 알아내다[확인하다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proven,입증[증명]된,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legislation,(의회에서 통과되는) 제정법,"법률의 제정, 입법 행위",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
referral,(사람을 전문적인 도움을 받을 곳으로) 보내기[소개/위탁],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage,(신문·텔레비전·라디오의) 보도[방송],(책·연구 등에 포함된 정보의) 범위,보급(률),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
well,"잘, 좋게, 제대로","철저히, 완전히, 잘","아주, 상당히",쉽게[수월하게] (…할 수 있다),아마 (…일 것이다),당연히; 도저히,"건강한, 건강[몸]이 좋은",(상태 등이) 좋은,"좋은, 온당한, 적절한","이런, 이거 참, 아이고(놀람∙화∙안도감을 나타내는 소리)",좋아(어쩔 수 없음을 받아들일 때),"그래, 좋아(약간 마지못해 동의할 때)","자, 저(잠깐 있다가 대화를 계속할 때)",글쎄,"응, 네(상대방의 말을 재촉할 때)","자, 저(대화를 마무리짓는 표시로)","음, 저(다음 말을 생각할 때)","아니, 저(방금 한 말을 수정할 때)",우물,,(계단승강기가 오르내리는) 통로,(법정의) 변호인석,"솟아 나오다[흐르다], 샘솟다",솟구치다,,,,,,,,,,,,,,,
formative,(사람 성격 등의) 형성[발달]에 중요한,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
something,"어떤 것[일], 무엇",중요한[대단한] 것[일],&lt;정확하게 말하지 않고 무엇을 기술하거나 양 등을 나타낼 때 씀&gt;,정말(진술 내용을 강조하기 위해 씀),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dentistry,"치과의학, 치과학",치과 진료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excellent,"훌륭한, 탁월한","아주 좋아, 정말 잘 됐어(기쁨·흡족함을 나타냄)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
founder,"창립자, 설립자",(특정한 문제점 때문에) 실패하다[좌초되다],침몰하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emphasize,(중요성을) 강조하다,"두드러지게 하다, 강조하다","힘주어 말하다, 역설하다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
difficult,"어려운, 힘든","힘겨운, 곤란한",까다로운; 비협조적인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wonderful,"아주 멋진, 신나는, 훌륭한","경이로운, 불가사의한",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dax,다크스: 프랑스 서남부의 도시이자 온천장.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condominium,(한국에서는) 아파트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unstable,"금방이라도 급변할 듯한, 불안정한",(사람이 정서적으로) 불안정한,흔들릴[쓰러질] 듯한,불안정한,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amplify,증폭시키다,더 자세히 진술[서술]하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mason,"석공, 석수",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverage,(물 외의) 음료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
directly,"곧장, 똑바로",(특정한 위치) 바로 …에,즉시,곧,…하자마자 바로,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commission,(보통 정부의 위임을 받은) 위원회[위원단],(위탁 판매 대가로 받는) 수수료[커미션],(은행 등에서 서비스 대가로 받는) 수수료,(설계그림 등의 제작) 의뢰[주문],(군대의) 장교직,"(범행과실을) 범함, 저지름",(미술음악 작품 등을) 의뢰[주문]하다,(장교로) 임관시키다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tale,"이야기, 소설(상상력을 동원하여 만들어 낸, 특히 모험과 액션이 넘치는 이야기)","이야기(말로 들려주는, 전적으로 사실은 아닐 수도 있는 이야기)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
botanist,식물학자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tighten,"(더) 팽팽해지다[팽팽하게 하다], (더) (꽉/단단히) 조여지다[조이다]",더 엄격하게 하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genuinely,"진정으로, 성실하게; 순수하게",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
occupational,"직업의, 직업과 관련된",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dispute,"분쟁, 분규; 논란, 논쟁","반박하다, 이의를 제기하다",(특히 소유권을 두고) 분쟁[논란]을 벌이다,(무엇을 차지하기 위해) 다투다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exit,(공공건물차량의) 출구,"(특히 배우의) 퇴장; 나감, 떠남",(한 도로에서 다른 도로로 연결되는) 출구,"나가다, 떠나다; 퇴장하다",종료하다,(각본에서 배우 한 명에 대한 지시문으로 쓰여) 퇴장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hen,암탉,(새의) 암컷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fen,(특히 잉글랜드 동부의) 소택지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lotion,(피부에 바르는) 로션,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apply,신청하다; 지원하다,"쓰다, 적용하다",(페인트·크림 등을) 바르다,"적용되다, 해당되다",전념[몰두]하다,(손·발 등으로) 누르다[힘을 가하다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assessment,평가(한 의견),평가 (행위),평가[사정] 액,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dwayne,남자 이름.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lamppost,(금속제의) 가로등 기둥.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manage,"(힘든 일을) 간신히[용케] 해내다, (어떻게든) …하다[해내다]",(문제·곤경을 헤치며) 살아 나가다[지내다],(많지 않은 돈으로) 살아 내다,(돈·시간·정보를 합리적으로) 처리[이용]하다,(특정한 시간에 …하는 일이) 가능하다[되다],(사업체·팀·조직 등을 맡아서) 운영[경영/관리/감독]하다,(자기 힘으로) 다루다[감당하다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
annually,일년에 한 번,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admission,"(승인을 받고) 들어감, 가입, 입장, 입학, 입회",(특히 범행·잘못 등에 대한) 시인[인정],입장료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diametrically,전혀[180도로] 다른,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finalize,"마무리짓다, 완결하다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
overheating,과열,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banquet,(공식) 연회[만찬],성찬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tennyson,"테니슨 Alfred, Lord ~ (1809-92) ((영국의 계관 시인))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twister,"회오리바람, 토네이도",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
executive,(기업이나 조직의) 경영[운영] 간부[이사/중역],(기업이나 조직의) 경영[운영]진,행정부,경영[운영]의,행정[집행]의,"고급의, 중요 인물을 위한",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
surprise,뜻밖의[놀라운] 일[소식],놀라움,"기습, 깜짝 놀라게 하기",놀라게 하다,기습하다; (뜻밖에) 발견하다[마주치다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baxter,Richard ~ 백스터(1615-91: 영국의 청교도 성직자·학자).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
showing,(영화) 상영,"실력[솜씨] 발휘, 실적",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calgary,캘거리 ((캐나다 Alberta주 남부의 도시; 1988년 동계 올림픽 개최지)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
volume,"용량, 용적",(…의) 양,(텔레비전·라디오 등의) 음량[볼륨],(시리즈로 된 책의) 권,책,(잡지의) 권(특히 한 해 동안 나온 동일한 잡지의 모든 호를 가리킴),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moderately,"중간 정도로, 적당히","적정하게, 알맞게",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
analytic,분석적인(단어가 문장 속에서 하는 기능이 어말 형태가 아니라 어순으로 나타나는),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
print,"인쇄하다, 프린트를 하다",(책신문 등을) 찍다[출간/발행하다],(인쇄 매체에) 싣다[게재하다],(사진을) 인화하다,(글자를) 인쇄체로 쓰다,(눌러서 자국을) 찍다[새기다],"(천이나 표면에 잉크나 염료로 무늬를) 찍다, 날염하다",(인쇄된) 활자[활자체],출판(업),(손가락발 등으로 누른) 자국,판화; (사진으로 찍어 만든) 복제화,(필름을 인화한) 사진,날염; (날염된) 무늬,,,,,,,,,,,,,,,,,,,,,,,,,,
goal,골문,"골, 득점",목표,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,의학[의료]의,내과의,종합 검진,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,"디저트, 후식",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
object,"물건, 물체","욕망, 연구, 관심 등의 대상","목적, 목표",목적어,반대하다,"반대 이유를 대다, …라고 항의하다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
possible,가능한(하거나 성취할 수 있는),"(발생이) 가능한, 있을 수[가능성] 있는",(특정 상황에서) 받아들일 수 있는[가능한],&lt;형용사 뒤에서 최상급의 의미를 강조함&gt;,(특정 직장·목적 등을 위해 선택) 가능성 있는 사람[것],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deadly,"생명을 앗아가는[앗아갈], 치명적인",극도의; 완전한,틀림없이 정확한; 아무도 막을 수 없는,지루해 죽을 지경인,"극도로, 지독히",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
factories,공장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reply,"대답하다; 답장[답신]을 보내다; 응하다, 대응하다",대응하다,"대답; 답장, 답신; 대응",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formula,"공식, …식",화학식,(특정한 일을 이루기 위한) 공식[방식],제조[조제]법,유아용 유동식,"포뮬러 원, 투, 쓰리 등(엔진 크기 등을 기준으로 나눈 경주용 자동차의 등급)",(특정한 상황에서 쓰는) 정형화된[판에 박힌] 문구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gomez,"Juan Vicente, 고메스(1857?-1935): 베네수엘라의 장군·정치 지도자; 독재자(1908-35); 대통령(1908-15, 1922-29, 1931-35).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
representation,(특정한 방식으로의) 묘사[표현]; (어떤 것을) 나타낸[묘사한] 것,"대표자[대리인]를 내세움, 대의권","진정(陳情), 항의",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cellophane,"Cellophane is a thin, transparent material that is used to wrap things.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
key,"열쇠, 키",(이해성취의) 비결[열쇠/실마리],키,(목관 악기나 금관 악기의) 건반,(장조단조 등의) 조성,"(연습 문제집 등에서 해답이 적혀 있는) 정답지, 해답집",(지도 등의) 기호 설명표,(컴퓨터에 키보드로) 입력하다,열쇠로 자동차를 긁어 흠을 내다,"가장 중요한, 핵심적인, 필수적인",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newbury,"a market town in West Berkshire unitary authority, S England: scene of a Parliamentarian victory (1643) and a Royalist victory (1644) during the Civil War; telecommunications, racecourse. Pop: 32&nbsp;675 (2001)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delight,(큰) 기쁨[즐거움],"큰 기쁨[즐거움]을 주는 것, 크게 기쁜[즐거운] 일","많은 기쁨을 주다, 아주 즐겁게 하다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cutback,"삭감, 감축",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admittedly,인정하건대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
functional,"기능 위주의, 실용적인","기능상의, 기능적인",가동되는,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
among,"…에 둘러싸인, …의 가운데에",…중[사이]에,"(셋 이상이 관련된 분배·선택 시) …간에, …중에서",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
questionnaire,설문지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adjustable,조절[조정] 가능한,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cortex,(특히 대뇌) 피질,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alice,"여자 이름 ((애칭 Allie, Ally [ǽli]))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kao,한국 작전지역(Korean area of operations),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pleasant,"쾌적한, 즐거운, 기분 좋은","상냥한, 예의 바른",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vacuum,진공,공백,진공청소기를 이용한 청소,진공청소기로 청소하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spreadsheet,"스프레드시트(숫자, 문자 데이터가 가로 세로로 펼쳐져 있는 표를 입력하고 이것을 조작하여 데이터 처리를 할 수 있게 되어 있는 컴퓨터 응용 프로그램의 하나)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hole,구덩이,구멍,(작은 짐승이 사는) 굴[구멍],지저분한 곳[집],(골프의) 홀(공이 들어가는 구멍. 또는 tee에서 한 hole까지의 구간),(계획법률이야기의) 허점[구멍],(메워야 할) 공백[빈자리],(특히 보트나 배에) 구멍을 내다,공을 홀[구멍]에 처서 넣다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appreciation,"감탄, 감상",공감,감사,가치 상승,(특히 예술가나 예술 작품에 대한) 평가(의 글/말),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
election,선거,(선거에서의) 당선,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convincingly,납득이 가도록,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inadequate,"불충분한, 부적당한",(상황을 처리하기에) 부족한[무능한],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dots,(특히 인쇄된 동그란) 점,(이메일 주소 등에 쓰이는) 점,(글자 위나 옆에) 점을 찍다,"여기저기 흩어 놓다; 여기저기 흩어져 있다, 산재하다",A를 B (위)에 조금씩 (조금씩) 놓다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stockholder,주주(株主),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accepts,(기꺼이) 받아들이다,(적절하다고 보아) 받아 주다[수락하다],(동의하여) 받아들이다[인정하다],(책임이 있음을) 받아들이다[인정하다],(사실임을) 믿다[받아들이다],"(어려움 등을) 받아들이다, 감내하다",(구성원으로) 받아들이다,(기관 등에서) 받아 주다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,"신분증명서, 신분증(identity 또는 identification의 약어)",신분 확인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super,"대단한, 굉장히 좋은",특별히,경찰서장,건물 관리인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
branch,나뭇가지,"지사, 분점",(큰 조직의) 분과[부서],(지식의) 분야; (어족의) 분파,(강도로철도 등의) 지류[지선],(조상이 같은) 일족[가족],(둘 이상으로) 갈라지다[나뉘다],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
physically,신체[육체]적으로,"자연 법칙에 따라, 물리적으로",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jen,(중국 철학에서) 인(仁).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
action,"(어떤 목적이나 문제 해결을 위한) 행동, 조치",(사람의) 동작[행위],"소송, 법적 조치","전투, 작전",(이야기 속의) 사건,(영화 속의) 액션,"작용, 영향","활동, 기능","(기계적) 작동, 동작",확인 조치하다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
woodcut,목판화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boom,"(사업경제의) 붐, 호황","(운동 종목음악 등의) 갑작스런 인기[대유행], 붐",(돛의) 아래 활대,"쾅, 탕(하는 소리)",(선박 등의 출입을 차단하기 위해 강항구에 띄우는) 방책,(마이크 등의 장비를 받치는) 대[기둥],쾅[탕] 하는 소리를 내다,굵은[우렁우렁 울리는] 목소리로 말하다,"호황을 맞다, 번창[성공]하다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
